Timestamp,NodeID,RSSI,SNR,Reward,QValue
1.02418,1,-54.2433,39.7227,1,1.98283
1.02418,8,-61.8266,32.1394,1,1.06118
1.02418,5,-63.3387,30.6273,1,1.06118
1.02418,4,-67.4503,26.5157,1,1.91777
1.02418,9,-68.0121,25.9539,1,1.5858
1.02418,2,-68.4643,25.5017,1,1.98283
1.02418,6,-70.1424,23.8236,1,1.98283
1.02438,7,-46.1025,47.8635,1,2.03224
1.02438,7,-46.1025,47.8635,1,2.07176
1.02438,3,-52.6694,41.2966,1,2.03224
1.02438,3,-52.6694,41.2966,1,2.07176
1.02438,1,-54.2466,39.7194,1,2.03224
1.02438,1,-54.2466,39.7194,1,2.07176
1.02438,8,-61.8337,32.1323,1,1.29491
1.02438,8,-61.8337,32.1323,1,1.4819
1.02438,5,-63.3419,30.6241,1,1.29491
1.02438,5,-63.3419,30.6241,1,1.4819
1.02438,4,-67.4543,26.5117,1,1.98019
1.02438,4,-67.4543,26.5117,1,2.03012
1.02438,9,-68.0164,25.9496,1,1.71461
1.02438,9,-68.0164,25.9496,1,1.81766
1.02438,2,-68.4695,25.4964,1,2.03224
1.02438,2,-68.4695,25.4964,1,2.07176
1.02438,6,-70.1466,23.8194,1,2.03224
1.02438,6,-70.1466,23.8194,1,2.07176
1.02443,4,-62.8932,31.0728,1,2.07007
1.02443,0,-68.0172,25.9488,1,1.67584
1.02443,3,-68.099,25.867,1,2.12555
1.02443,2,-68.5453,25.4207,1,2.12555
1.02443,7,-69.2651,24.7009,1,2.12555
1.02443,1,-70.3006,23.6654,1,2.12555
1.02443,6,-70.6379,23.3281,1,2.12555
1.02443,8,-74.1118,19.8542,-1,1.25366
1.02443,5,-74.8987,19.0673,-1,1.25366
1.02469,4,-62.8942,31.0718,1,2.12419
1.02469,0,-68.0191,25.9469,1,1.8088
1.02469,3,-68.0998,25.8662,1,2.18985
1.02469,2,-68.5456,25.4204,1,2.18985
1.02469,7,-69.2681,24.6979,1,2.18985
1.02469,1,-70.3032,23.6627,1,2.18985
1.02469,6,-70.6382,23.3277,1,2.18985
1.02469,8,-74.1139,19.8521,-1,1.09233
1.02469,5,-74.9004,19.0656,-1,1.09233
1.02474,7,-46.1151,47.8509,1,2.24128
1.02474,3,-52.6682,41.2977,1,2.24128
1.02474,1,-54.2496,39.7164,1,2.24128
1.02474,8,-61.84,32.1259,1,1.36328
1.02474,5,-63.3449,30.6211,1,1.36328
1.02474,4,-67.4578,26.5082,1,2.18876
1.02474,9,-68.0204,25.9456,1,1.94354
1.02474,2,-68.4743,25.4917,1,2.24128
1.02474,6,-70.1503,23.8156,1,2.24128
1.02486,7,-46.1184,47.8476,1,2.28244
1.02486,3,-52.6679,41.2981,1,2.28244
1.02486,1,-54.2504,39.7156,1,2.28244
1.02486,8,-61.8417,32.1243,1,1.58003
1.02486,5,-63.3456,30.6203,1,1.58003
1.02486,4,-67.4588,26.5072,1,2.24042
1.02486,9,-68.0214,25.9446,1,2.04424
1.02486,2,-68.4755,25.4904,1,2.28244
1.02486,6,-70.1513,23.8146,1,2.28244
1.0249,4,-62.8957,31.0703,1,2.28174
1.0249,0,-68.0221,25.9439,1,1.93645
1.0249,3,-68.1011,25.8649,1,2.33578
1.0249,2,-68.5462,25.4198,1,2.33578
1.0249,7,-69.2728,24.6931,1,2.33578
1.0249,1,-70.3073,23.6587,1,2.33578
1.0249,6,-70.6388,23.3272,1,2.33578
1.0249,8,-74.1172,19.8488,-1,1.37386
1.0249,5,-74.903,19.063,-1,1.37386
1.03289,4,-62.9366,31.0294,1,2.33523
1.03289,0,-68.1017,25.8643,1,2.05899
1.03289,3,-68.1366,25.8294,1,2.39806
1.03289,2,-68.5616,25.4043,1,2.39806
1.03289,7,-69.4009,24.5651,1,2.39806
1.03289,1,-70.4177,23.5483,1,2.39806
1.03289,6,-70.6544,23.3116,1,2.39806
1.03289,8,-74.2047,19.7612,-1,1.22852
1.03289,5,-74.974,18.992,-1,1.22852
1.03293,7,-46.377,47.589,1,2.44789
1.03293,3,-52.6436,41.3224,1,2.44789
1.03293,1,-54.313,39.6529,1,2.44789
1.03293,8,-61.9725,31.9934,1,1.51226
1.03293,5,-63.4063,30.5597,1,1.51226
1.03293,4,-67.5325,26.4335,1,2.39762
1.03293,9,-68.1029,25.863,1,2.16483
1.03293,2,-68.573,25.3929,1,2.44789
1.03293,6,-70.2288,23.7372,1,2.44789
1.03306,7,-46.3803,47.5857,1,2.48775
1.03306,3,-52.6433,41.3227,1,2.48775
1.03306,1,-54.3139,39.6521,1,2.48775
1.03306,8,-61.9742,31.9918,1,1.73924
1.03306,5,-63.4071,30.5589,1,1.73924
1.03306,4,-67.5334,26.4326,1,2.44753
1.03306,9,-68.104,25.862,1,2.2613
1.03306,2,-68.5743,25.3917,1,2.48775
1.03306,6,-70.2298,23.7362,1,2.48775
1.0331,4,-62.9381,31.0279,1,2.48747
1.0331,0,-68.1046,25.8614,1,2.17663
1.0331,3,-68.1379,25.8281,1,2.53846
1.0331,2,-68.5622,25.4038,1,2.53846
1.0331,7,-69.4056,24.5604,1,2.53846
1.0331,1,-70.4218,23.5442,1,2.53846
1.0331,6,-70.655,23.311,1,2.53846
1.0331,8,-74.208,19.758,-1,1.53966
1.0331,5,-74.9766,18.9894,-1,1.53966
1.04108,4,-62.9803,30.9857,1,2.53823
1.04108,0,-68.1846,25.7813,1,2.28957
1.04108,3,-68.1745,25.7915,1,2.5971
1.04108,2,-68.5779,25.388,1,2.5971
1.04108,7,-69.5331,24.4329,1,2.5971
1.04108,1,-70.532,23.434,1,2.5971
1.04108,6,-70.6707,23.2952,1,2.5971
1.04108,8,-74.2952,19.6708,-1,1.39806
1.04113,7,-46.6365,47.3294,1,2.64401
1.04113,3,-52.6195,41.3465,1,2.64401
1.04113,1,-54.3781,39.5879,1,2.64401
1.04113,8,-62.1037,31.8623,1,1.68478
1.04113,5,-63.4676,30.4984,1,1.79806
1.04113,4,-67.6068,26.3592,1,2.59692
1.04113,9,-68.1859,25.7801,1,2.37537
1.04113,2,-68.6713,25.2947,1,2.64401
1.04113,6,-70.3069,23.6591,1,2.64401
1.04125,7,-46.6398,47.3262,1,2.68154
1.04125,3,-52.6192,41.3468,1,2.68154
1.04125,1,-54.3789,39.5871,1,2.68154
1.04125,8,-62.1054,31.8606,1,1.91415
1.04125,5,-63.4684,30.4976,1,2.00478
1.04125,4,-67.6078,26.3582,1,2.64387
1.04125,9,-68.187,25.779,1,2.46663
1.04125,2,-68.6726,25.2934,1,2.68154
1.04125,6,-70.3079,23.6581,1,2.68154
1.0413,4,-62.9819,30.9841,1,2.68142
1.0413,0,-68.1876,25.7784,1,2.39799
1.0413,3,-68.1758,25.7901,1,2.72891
1.0413,2,-68.5785,25.3875,1,2.72891
1.0413,7,-69.5378,24.4282,1,2.72891
1.0413,1,-70.5361,23.4299,1,2.72891
1.0413,6,-70.6713,23.2946,1,2.72891
1.0413,8,-74.2984,19.6676,-1,1.715
1.0413,5,-75.0503,18.9157,-1,1.7875
1.04928,4,-63.0253,30.9407,1,2.72882
1.04928,0,-68.268,25.698,1,2.50207
1.04928,3,-68.2134,25.7526,1,2.78346
1.04928,2,-68.5945,25.3715,1,2.78346
1.04928,7,-69.6648,24.3012,1,2.78346
1.04928,1,-70.6461,23.3199,1,2.78346
1.04928,6,-70.6873,23.2786,1,2.78346
1.04928,8,-74.3853,19.5807,-1,1.57233
1.04928,5,-75.1214,18.8446,-1,1.63033
1.04933,7,-46.8935,47.0725,1,2.8271
1.04933,3,-52.5958,41.3702,1,2.8271
1.04933,1,-54.4447,39.5213,1,2.8271
1.04933,8,-62.2336,31.7324,1,1.85819
1.04933,5,-63.5287,30.4373,1,1.90459
1.04933,4,-67.6809,26.2851,1,2.78338
1.04933,9,-68.2692,25.6968,1,2.57363
1.04933,2,-68.7692,25.1968,1,2.8271
1.04933,6,-70.3845,23.5815,1,2.8271
1.04945,7,-46.8967,47.0693,1,2.86201
1.04945,3,-52.5955,41.3705,1,2.86201
1.04945,1,-54.4455,39.5204,1,2.86201
1.04945,8,-62.2352,31.7307,1,2.08689
1.04945,5,-63.5295,30.4365,1,2.12401
1.04945,4,-67.6818,26.2842,1,2.82704
1.04945,9,-68.2703,25.6957,1,2.65924
1.04945,2,-68.7704,25.1956,1,2.86201
1.04945,6,-70.3855,23.5805,1,2.86201
1.04949,4,-63.0269,30.9391,1,2.86196
1.04949,0,-68.2709,25.695,1,2.60198
1.04949,3,-68.2148,25.7512,1,2.90592
1.04949,2,-68.5951,25.3709,1,2.90592
1.04949,7,-69.6695,24.2965,1,2.90592
1.04949,1,-70.6502,23.3158,1,2.90592
1.04949,6,-70.6879,23.278,1,2.90592
1.04949,8,-74.3885,19.5775,-1,1.88583
1.04949,5,-75.124,18.842,-1,1.91552
1.05748,4,-63.0715,30.8945,1,2.90589
1.05748,0,-68.3516,25.6144,1,2.6979
1.05748,3,-68.2534,25.7126,1,2.9564
1.05748,2,-68.6114,25.3546,1,2.9564
1.05748,7,-69.7959,24.1701,1,2.9564
1.05748,1,-70.76,23.206,1,2.9564
1.05748,6,-70.7042,23.2618,1,2.9564
1.05748,8,-74.475,19.491,-1,1.74033
1.05752,7,-47.1478,46.8182,1,2.99679
1.05752,3,-52.5725,41.3934,1,2.99679
1.05752,1,-54.5128,39.4532,1,2.99679
1.05752,8,-62.3622,31.6038,1,2.02393
1.05752,5,-63.5897,30.3763,1,2.16408
1.05752,4,-67.7547,26.2113,1,2.95637
1.05752,9,-68.3529,25.6131,1,2.75906
1.05752,2,-68.8666,25.0994,1,2.99679
1.05752,6,-70.4617,23.5043,1,2.99679
1.05765,7,-47.151,46.815,1,3.02909
1.05765,3,-52.5722,41.3937,1,3.02909
1.05765,1,-54.5136,39.4524,1,3.02909
1.05765,8,-62.3638,31.6021,1,2.2508
1.05765,5,-63.5904,30.3756,1,2.36293
1.05765,4,-67.7556,26.2103,1,2.99676
1.05765,9,-68.3539,25.612,1,2.83891
1.05765,2,-68.8678,25.0982,1,3.02909
1.05765,6,-70.4627,23.5033,1,3.02909
1.05769,4,-63.0732,30.8928,1,3.02908
1.05769,0,-68.3546,25.6114,1,2.78999
1.05769,3,-68.2549,25.7111,1,3.06967
1.05769,2,-68.612,25.354,1,3.06967
1.05769,7,-69.8006,24.1654,1,3.06967
1.05769,1,-70.764,23.2019,1,3.06967
1.05769,6,-70.7048,23.2612,1,3.06967
1.05769,8,-74.4782,19.4878,-1,2.04704
1.05769,5,-75.1978,18.7682,-1,2.13674
1.06565,4,-63.1189,30.8471,1,3.06966
1.06565,3,-68.2943,25.6716,1,3.10214
1.06565,0,-68.4354,25.5306,1,2.87839
1.06565,2,-68.6284,25.3375,1,3.11628
1.06565,7,-69.9262,24.0398,1,3.11628
1.06565,6,-70.7212,23.2448,1,3.11628
1.06565,1,-70.8733,23.0926,1,3.11628
1.06565,8,-74.5641,19.4018,-1,1.89818
1.0657,7,-47.3987,46.5672,1,3.15357
1.0657,3,-52.5498,41.4162,1,3.14225
1.0657,1,-54.5821,39.3839,1,3.15357
1.0657,8,-62.4893,31.4767,1,2.17908
1.0657,5,-63.6503,30.3157,1,2.36994
1.0657,4,-67.8281,26.1379,1,3.11627
1.0657,9,-68.4366,25.5293,1,2.93167
1.0657,2,-68.9632,25.0027,1,3.15357
1.0657,6,-70.5383,23.4277,1,3.15357
1.06582,7,-47.4019,46.5641,1,3.1834
1.06582,3,-52.5495,41.4164,1,3.17434
1.06582,1,-54.583,39.383,1,3.1834
1.06582,8,-62.4909,31.4751,1,2.40381
1.06582,5,-63.6511,30.3149,1,2.55649
1.06582,4,-67.829,26.137,1,3.15356
1.06582,9,-68.4377,25.5283,1,3.00588
1.06582,2,-68.9645,25.0015,1,3.1834
1.06582,6,-70.5393,23.4267,1,3.1834
1.06587,4,-63.1206,30.8454,1,3.18339
1.06587,3,-68.2958,25.6702,1,3.20002
1.06587,0,-68.4384,25.5276,1,2.96325
1.06587,2,-68.6291,25.3369,1,3.22084
1.06587,7,-69.9308,24.0352,1,3.22084
1.06587,6,-70.7218,23.2442,1,3.22084
1.06587,1,-70.8774,23.0886,1,3.22084
1.06587,8,-74.5673,19.3987,-1,2.19717
1.06587,5,-75.2715,18.6945,-1,2.31931
1.07385,4,-63.1676,30.7984,1,3.22083
1.07385,3,-68.3364,25.6296,1,3.23413
1.07385,0,-68.5196,25.4464,1,3.04472
1.07385,2,-68.6458,25.3201,1,3.26383
1.07385,7,-70.0561,23.9099,1,3.26383
1.07385,6,-70.7384,23.2275,1,3.26383
1.07385,1,-70.9867,22.9793,1,3.26383
1.07385,8,-74.6531,19.3129,-1,2.04489
1.07389,7,-47.6475,46.3185,1,3.29822
1.07389,3,-52.5275,41.4385,1,3.27446
1.07389,1,-54.653,39.313,1,3.29822
1.07389,8,-62.6154,31.3505,1,2.32307
1.07389,5,-63.7109,30.255,1,2.54261
1.07389,4,-67.9013,26.0647,1,3.26382
1.07389,9,-68.5209,25.4451,1,3.09186
1.07389,2,-69.0597,24.9063,1,3.29822
1.07389,6,-70.6147,23.3513,1,3.29822
1.07402,7,-47.6507,46.3153,1,3.32573
1.07402,3,-52.5272,41.4387,1,3.30673
1.07402,1,-54.6539,39.3121,1,3.32573
1.07402,8,-62.617,31.349,1,2.54561
1.07402,5,-63.7117,30.2543,1,2.72124
1.07402,4,-67.9022,26.0637,1,3.29821
1.07402,9,-68.522,25.444,1,3.16064
1.07402,2,-69.0609,24.9051,1,3.32573
1.07402,6,-70.6157,23.3503,1,3.32573
1.07406,4,-63.1693,30.7967,1,3.32573
1.07406,3,-68.3379,25.6281,1,3.33254
1.07406,0,-68.5226,25.4434,1,3.12293
1.07406,2,-68.6465,25.3195,1,3.36025
1.07406,7,-70.0607,23.9052,1,3.36025
1.07406,6,-70.7391,23.2269,1,3.36025
1.07406,1,-70.9907,22.9753,1,3.36025
1.07406,8,-74.6563,19.3097,-1,2.33616
1.07406,5,-75.3454,18.6206,-1,2.47666
1.08205,4,-63.2174,30.7486,1,3.36025
1.08205,3,-68.3794,25.5866,1,3.3657
1.08205,0,-68.6041,25.3618,1,3.19802
1.08205,2,-68.6635,25.3025,1,3.39988
1.08205,7,-70.1855,23.7805,1,3.39988
1.08205,6,-70.7559,23.2101,1,3.39988
1.08205,1,-71.0997,22.8663,1,3.39988
1.08209,7,-47.8935,46.0725,1,3.43159
1.08209,3,-52.5057,41.4603,1,3.40424
1.08209,1,-54.7252,39.2408,1,3.43159
1.08209,8,-62.7404,31.2256,1,2.58061
1.08209,5,-63.7714,30.1946,1,2.69301
1.08209,4,-67.9743,25.9917,1,3.39988
1.08209,9,-68.6054,25.3606,1,3.2402
1.08209,2,-69.1557,24.8103,1,3.43159
1.08209,6,-70.6907,23.2753,1,3.43159
1.08221,7,-47.8966,46.0694,1,3.45695
1.08221,3,-52.5054,41.4605,1,3.43508
1.08221,1,-54.7261,39.2398,1,3.45695
1.08221,8,-62.742,31.224,1,2.77617
1.08221,5,-63.7722,30.1938,1,2.86609
1.08221,4,-67.9752,25.9908,1,3.43159
1.08221,9,-68.6065,25.3595,1,3.30384
1.08221,2,-69.1569,24.8091,1,3.45695
1.08221,6,-70.6917,23.2743,1,3.45695
1.08226,4,-63.2192,30.7468,1,3.45695
1.08226,3,-68.3809,25.585,1,3.45974
1.08226,0,-68.6072,25.3588,1,3.2701
1.08226,2,-68.6641,25.3018,1,3.48878
1.08226,7,-70.1901,23.7759,1,3.48878
1.08226,6,-70.7566,23.2094,1,3.48878
1.08226,1,-71.1038,22.8622,1,3.48878
1.08226,8,-74.7449,19.2211,-1,2.54415
1.08226,5,-75.4193,18.5467,-1,2.61609
1.09024,4,-63.2684,30.6976,1,3.48878
1.09024,3,-68.4234,25.5426,1,3.49101
1.09024,0,-68.6889,25.2771,1,3.33929
1.09024,2,-68.6814,25.2845,1,3.52531
1.09024,7,-70.3142,23.6518,1,3.52531
1.09024,6,-70.7736,23.1924,1,3.52531
1.09024,1,-71.2125,22.7535,1,3.52531
1.09024,8,-74.8299,19.136,-1,2.36961
1.09029,7,-48.1366,45.8294,1,3.55453
1.09029,3,-52.4844,41.4816,1,3.52709
1.09029,1,-54.7987,39.1673,1,3.55453
1.09029,8,-62.8642,31.1018,1,2.62997
1.09029,5,-63.8317,30.1343,1,2.82716
1.09029,4,-68.047,25.919,1,3.52531
1.09029,9,-68.6902,25.2758,1,3.37736
1.09029,2,-69.2512,24.7147,1,3.55453
1.09029,6,-70.7663,23.1997,1,3.55453
1.09041,7,-48.1397,45.8263,1,3.57791
1.09041,3,-52.4841,41.4819,1,3.55596
1.09041,1,-54.7997,39.1663,1,3.57791
1.09041,8,-62.8658,31.1002,1,2.83826
1.09041,5,-63.8325,30.1335,1,2.99601
1.09041,4,-68.0479,25.9181,1,3.55453
1.09041,9,-68.6912,25.2747,1,3.43617
1.09041,2,-69.2525,24.7135,1,3.57791
1.09041,6,-70.7672,23.1988,1,3.57791
1.09045,4,-63.2702,30.6958,1,3.57791
1.09045,3,-68.425,25.541,1,3.57906
1.09045,0,-68.6919,25.2741,1,3.40572
1.09045,2,-68.6821,25.2839,1,3.60725
1.09045,7,-70.3188,23.6472,1,3.60725
1.09045,6,-70.7743,23.1917,1,3.60725
1.09045,1,-71.2165,22.7495,1,3.60725
1.09045,8,-74.8331,19.1329,-1,2.61553
1.09045,5,-75.4932,18.4727,-1,2.74173
1.09844,4,-63.3205,30.6455,1,3.60725
1.09844,3,-68.4683,25.4977,1,3.60816
1.09844,0,-68.7738,25.1921,1,3.46949
1.09844,2,-68.6996,25.2663,1,3.64092
1.09844,7,-70.4423,23.5237,1,3.64092
1.09844,6,-70.7916,23.1744,1,3.64092
1.09844,1,-71.3249,22.6411,1,3.64092
1.09844,8,-74.9178,19.0482,-1,2.44754
1.09844,5,-75.5646,18.4014,-1,2.5485
1.09848,7,-48.3768,45.5891,1,3.66785
1.09848,3,-52.4635,41.5025,1,3.64165
1.09848,1,-54.8734,39.0925,1,3.66785
1.09848,8,-62.9868,30.9792,1,2.71315
1.09848,5,-63.8919,30.0741,1,2.79392
1.09848,4,-68.1194,25.8466,1,3.64092
1.09848,9,-68.7751,25.1909,1,3.50406
1.09848,2,-69.3463,24.6197,1,3.66785
1.09848,6,-70.8414,23.1245,1,3.66785
1.09861,7,-48.3799,45.5861,1,3.6894
1.09861,3,-52.4633,41.5027,1,3.66844
1.09861,1,-54.8744,39.0916,1,3.6894
1.09861,8,-62.9884,30.9776,1,2.92564
1.09861,5,-63.8926,30.0734,1,2.99025
1.09861,4,-68.1204,25.8456,1,3.66785
1.09861,9,-68.7762,25.1898,1,3.55836
1.09861,2,-69.3475,24.6185,1,3.6894
1.09861,6,-70.8424,23.1236,1,3.6894
1.09865,4,-63.3224,30.6436,1,3.6894
1.09865,3,-68.4699,25.4961,1,3.68987
1.09865,0,-68.7769,25.1891,1,3.53071
1.09865,2,-68.7003,25.2657,1,3.71643
1.09865,7,-70.4468,23.5192,1,3.71643
1.09865,6,-70.7922,23.1738,1,3.71643
1.09865,1,-71.3289,22.6371,1,3.71643
1.09865,8,-74.9209,19.0451,-1,2.70543
1.09865,5,-75.5672,18.3988,-1,2.75712
1.10661,4,-63.3735,30.5925,1,3.71643
1.10661,3,-68.5141,25.4519,1,3.71681
1.10661,2,-68.7181,25.2479,1,3.73806
1.10661,0,-68.8588,25.1072,1,3.58948
1.10661,7,-70.5694,23.3966,1,3.74746
1.10661,6,-70.8096,23.1563,1,3.74746
1.10661,1,-71.4367,22.5293,1,3.74746
1.10661,8,-75.0051,18.9609,-1,2.53866
1.10661,5,-75.6383,18.3277,-1,2.58001
1.10666,7,-48.6136,45.3524,1,3.77229
1.10666,3,-52.4432,41.5228,1,3.74776
1.10666,1,-54.9491,39.0168,1,3.77229
1.10666,8,-63.108,30.858,1,2.80524
1.10666,5,-63.9517,30.0143,1,2.83833
1.10666,4,-68.1914,25.7746,1,3.74746
1.10666,9,-68.8601,25.1059,1,3.62101
1.10666,2,-69.4407,24.5253,1,3.76477
1.10666,6,-70.916,23.05,1,3.77229
1.10678,7,-48.6166,45.3494,1,3.79215
1.10678,3,-52.443,41.523,1,3.77253
1.10678,1,-54.9501,39.0159,1,3.79215
1.10678,8,-63.1096,30.8564,1,3.01851
1.10678,5,-63.9524,30.0135,1,3.04498
1.10678,4,-68.1923,25.7737,1,3.77229
1.10678,9,-68.8612,25.1048,1,3.67112
1.10678,2,-69.4419,24.5241,1,3.78613
